,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,ZONE,FGM,FGA,FG_PCT,SEASON,game_id,win,pd,ortg
80,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Restricted Area,2.0,3.0,0.667,,2,1.0,9,119.4
81,201959,Taj Gibson,Taj,1610612752,NYK,35.0,In The Paint (Non-RA),0.0,0.0,0.0,,2,1.0,9,119.4
82,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Mid-Range,0.0,0.0,0.0,,2,1.0,9,119.4
83,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Left Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
84,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Right Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
85,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Above the Break 3,0.0,0.0,0.0,,2,1.0,9,119.4
86,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Backcourt,0.0,0.0,0.0,,2,1.0,9,119.4
87,201959,Taj Gibson,Taj,1610612752,NYK,35.0,Corner 3,0.0,0.0,0.0,,2,1.0,9,119.4
0,202692,Alec Burks,Alec,1610612752,NYK,29.0,Restricted Area,6.0,8.0,0.75,,3,1.0,4,108.2
1,202692,Alec Burks,Alec,1610612752,NYK,29.0,In The Paint (Non-RA),0.0,0.0,0.0,,3,1.0,4,108.2
2,202692,Alec Burks,Alec,1610612752,NYK,29.0,Mid-Range,0.0,2.0,0.0,,3,1.0,4,108.2
3,202692,Alec Burks,Alec,1610612752,NYK,29.0,Left Corner 3,0.0,1.0,0.0,,3,1.0,4,108.2
4,202692,Alec Burks,Alec,1610612752,NYK,29.0,Right Corner 3,2.0,2.0,1.0,,3,1.0,4,108.2
5,202692,Alec Burks,Alec,1610612752,NYK,29.0,Above the Break 3,3.0,7.0,0.429,,3,1.0,4,108.2
6,202692,Alec Burks,Alec,1610612752,NYK,29.0,Backcourt,0.0,0.0,0.0,,3,1.0,4,108.2
7,202692,Alec Burks,Alec,1610612752,NYK,29.0,Corner 3,2.0,3.0,0.667,,3,1.0,4,108.2
8,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Restricted Area,0.0,3.0,0.0,,3,1.0,4,108.2
9,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,In The Paint (Non-RA),0.0,1.0,0.0,,3,1.0,4,108.2
10,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Mid-Range,0.0,0.0,0.0,,3,1.0,4,108.2
11,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Left Corner 3,,,,,3,1.0,4,108.2
12,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Right Corner 3,0.0,0.0,0.0,,3,1.0,4,108.2
13,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Above the Break 3,0.0,0.0,0.0,,3,1.0,4,108.2
14,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Backcourt,,,,,3,1.0,4,108.2
15,203901,Elfrid Payton,Elfrid,1610612752,NYK,27.0,Corner 3,0.0,0.0,0.0,,3,1.0,4,108.2
16,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Restricted Area,0.0,0.0,0.0,,3,1.0,4,108.2
17,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,In The Paint (Non-RA),0.0,0.0,0.0,,3,1.0,4,108.2
18,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Mid-Range,0.0,0.0,0.0,,3,1.0,4,108.2
19,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Left Corner 3,,,,,3,1.0,4,108.2
20,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Right Corner 3,1.0,1.0,1.0,,3,1.0,4,108.2
21,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Above the Break 3,0.0,0.0,0.0,,3,1.0,4,108.2
22,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Backcourt,,,,,3,1.0,4,108.2
23,1628373,Frank Ntilikina,Frank,1610612752,NYK,22.0,Corner 3,1.0,1.0,1.0,,3,1.0,4,108.2
24,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Restricted Area,0.0,1.0,0.0,,3,1.0,4,108.2
25,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,In The Paint (Non-RA),0.0,1.0,0.0,,3,1.0,4,108.2
26,1630193,Immanuel Quickley,Immanuel,1610612752,NYK,21.0,Mid-Range,0.0,0.0,0.0,,3,1.0,4,108.2
